id_cxc,estado_pago,vlr_original,vlr_pendiente_pago,producto,tipo_transaccion,rango_monto,prob_pago,valor_esperado_recuperar,valor_en_riesgo
19537,PAGADO,4590.61,0.0,AHORRO,CARGO FISCAL TRANSACCIONAL,2. MEDIO (1K-5K),0.9987,0.0,0.0
20218,PAGADO,3373.12,0.0,AHORRO,CARGO FISCAL TRANSACCIONAL,2. MEDIO (1K-5K),0.9989,0.0,0.0
20897,PAGADO,1987.29,0.0,AHORRO,CARGO FISCAL TRANSACCIONAL,2. MEDIO (1K-5K),0.9984,0.0,0.0
21563,PAGADO,3655.73,0.0,AHORRO,CARGO FISCAL TRANSACCIONAL,2. MEDIO (1K-5K),0.9979,0.0,0.0
328,PAGADO,182.86,0.0,AHORRO,CARGO MORA TARJETA A,1. BAJO (<1K),0.9996,0.0,0.0
1019,PAGADO,184.93,0.0,AHORRO,CARGO MORA TARJETA A,1. BAJO (<1K),0.9995,0.0,0.0
2366,PAGADO,189.06,0.0,AHORRO,CARGO MORA TARJETA A,1. BAJO (<1K),0.9995,0.0,0.0
3703,PAGADO,193.19,0.0,AHORRO,CARGO MORA TARJETA A,1. BAJO (<1K),0.9997,0.0,0.0
4377,PAGADO,195.25,0.0,AHORRO,CARGO MORA TARJETA A,1. BAJO (<1K),0.9995,0.0,0.0
5056,PAGADO,197.31,0.0,AHORRO,CARGO MORA TARJETA A,1. BAJO (<1K),0.9994,0.0,0.0
5737,PAGADO,199.38,0.0,AHORRO,CARGO MORA TARJETA A,1. BAJO (<1K),0.9996,0.0,0.0
6433,PAGADO,201.44,0.0,AHORRO,CARGO MORA TARJETA A,1. BAJO (<1K),0.9963,0.0,0.0
7134,PAGADO,203.51,0.0,AHORRO,CARGO MORA TARJETA A,1. BAJO (<1K),0.9995,0.0,0.0
7803,PAGADO,205.57,0.0,AHORRO,CARGO MORA TARJETA A,1. BAJO (<1K),0.9995,0.0,0.0
9857,PAGADO,211.77,0.0,AHORRO,CARGO MORA TARJETA A,1. BAJO (<1K),0.9996,0.0,0.0
10529,PAGADO,213.83,0.0,AHORRO,CARGO MORA TARJETA A,1. BAJO (<1K),0.9996,0.0,0.0
11201,PAGADO,215.9,0.0,AHORRO,CARGO MORA TARJETA A,1. BAJO (<1K),0.9982,0.0,0.0
11877,PAGADO,217.96,0.0,AHORRO,CARGO MORA TARJETA A,1. BAJO (<1K),0.9981,0.0,0.0
12554,PAGADO,220.02,0.0,AHORRO,CARGO MORA TARJETA A,1. BAJO (<1K),0.9996,0.0,0.0
13239,PAGADO,222.09,0.0,AHORRO,CARGO MORA TARJETA A,1. BAJO (<1K),0.9993,0.0,0.0
13932,PAGADO,224.15,0.0,AHORRO,CARGO MORA TARJETA A,1. BAJO (<1K),0.9996,0.0,0.0
14617,PAGADO,226.22,0.0,AHORRO,CARGO MORA TARJETA A,1. BAJO (<1K),0.9996,0.0,0.0
15313,PAGADO,228.28,0.0,AHORRO,CARGO MORA TARJETA A,1. BAJO (<1K),0.9994,0.0,0.0
15974,PAGADO,230.35,0.0,AHORRO,CARGO MORA TARJETA A,1. BAJO (<1K),0.9986,0.0,0.0
16654,PAGADO,232.41,0.0,AHORRO,CARGO MORA TARJETA A,1. BAJO (<1K),0.9989,0.0,0.0
17326,PAGADO,234.48,0.0,AHORRO,CARGO MORA TARJETA A,1. BAJO (<1K),0.9992,0.0,0.0
18012,PAGADO,236.54,0.0,AHORRO,CARGO MORA TARJETA A,1. BAJO (<1K),0.9986,0.0,0.0
18692,PAGADO,238.61,0.0,AHORRO,CARGO MORA TARJETA A,1. BAJO (<1K),0.9988,0.0,0.0
19369,PAGADO,240.67,0.0,AHORRO,CARGO MORA TARJETA A,1. BAJO (<1K),0.999,0.0,0.0
303,PAGADO,4049.27,0.0,AHORRO,COMISION RETIRO CORRESPONSAL B,2. MEDIO (1K-5K),0.9751,0.0,0.0
1679,PAGADO,4060.02,0.0,AHORRO,COMISION RETIRO CORRESPONSAL B,2. MEDIO (1K-5K),0.9788,0.0,0.0
2340,PAGADO,3977.18,0.0,AHORRO,COMISION RETIRO CORRESPONSAL B,2. MEDIO (1K-5K),0.9734,0.0,0.0
3019,PAGADO,4345.58,0.0,AHORRO,COMISION RETIRO CORRESPONSAL B,2. MEDIO (1K-5K),0.979,0.0,0.0
3679,PAGADO,4344.1,0.0,AHORRO,COMISION RETIRO CORRESPONSAL B,2. MEDIO (1K-5K),0.988,0.0,0.0
4351,PARCIAL,4314.2,241.21,AHORRO,COMISION RETIRO CORRESPONSAL B,2. MEDIO (1K-5K),0.5238,126.35,114.86
5030,PAGADO,4078.56,0.0,AHORRO,COMISION RETIRO CORRESPONSAL B,2. MEDIO (1K-5K),0.9751,0.0,0.0
5711,PAGADO,3850.13,0.0,AHORRO,COMISION RETIRO CORRESPONSAL B,2. MEDIO (1K-5K),0.9892,0.0,0.0
6407,PARCIAL,3986.87,876.5,AHORRO,COMISION RETIRO CORRESPONSAL B,2. MEDIO (1K-5K),0.2697,236.39,640.11
7109,PARCIAL,4237.69,1208.67,AHORRO,COMISION RETIRO CORRESPONSAL B,2. MEDIO (1K-5K),0.5105,617.03,591.64
7778,PAGADO,3964.6,0.0,AHORRO,COMISION RETIRO CORRESPONSAL B,2. MEDIO (1K-5K),0.971,0.0,0.0
8462,PAGADO,4180.82,0.0,AHORRO,COMISION RETIRO CORRESPONSAL B,2. MEDIO (1K-5K),0.9756,0.0,0.0
9145,PAGADO,3989.37,0.0,AHORRO,COMISION RETIRO CORRESPONSAL B,2. MEDIO (1K-5K),0.9828,0.0,0.0
9832,PAGADO,4235.42,0.0,AHORRO,COMISION RETIRO CORRESPONSAL B,2. MEDIO (1K-5K),0.9819,0.0,0.0
10506,PAGADO,4069.36,0.0,AHORRO,COMISION RETIRO CORRESPONSAL B,2. MEDIO (1K-5K),0.9742,0.0,0.0
11180,PAGADO,4313.96,0.0,AHORRO,COMISION RETIRO CORRESPONSAL B,2. MEDIO (1K-5K),0.99,0.0,0.0
11852,PAGADO,3985.08,0.0,AHORRO,COMISION RETIRO CORRESPONSAL B,2. MEDIO (1K-5K),0.9734,0.0,0.0
13908,PAGADO,4264.17,0.0,AHORRO,COMISION RETIRO CORRESPONSAL B,2. MEDIO (1K-5K),0.979,0.0,0.0
14595,PARCIAL,4028.63,1084.52,AHORRO,COMISION RETIRO CORRESPONSAL B,2. MEDIO (1K-5K),0.3956,429.04,655.48
15288,PAGADO,4133.61,0.0,AHORRO,COMISION RETIRO CORRESPONSAL B,2. MEDIO (1K-5K),0.9851,0.0,0.0
16630,PAGADO,4210.62,0.0,AHORRO,COMISION RETIRO CORRESPONSAL B,2. MEDIO (1K-5K),0.9709,0.0,0.0
17302,PAGADO,3808.02,0.0,AHORRO,COMISION RETIRO CORRESPONSAL B,2. MEDIO (1K-5K),0.9841,0.0,0.0
17986,PAGADO,4191.53,0.0,AHORRO,COMISION RETIRO CORRESPONSAL B,2. MEDIO (1K-5K),0.9831,0.0,0.0
18667,PAGADO,3845.29,0.0,AHORRO,COMISION RETIRO CORRESPONSAL B,2. MEDIO (1K-5K),0.9869,0.0,0.0
19345,PAGADO,4090.95,0.0,AHORRO,COMISION RETIRO CORRESPONSAL B,2. MEDIO (1K-5K),0.9862,0.0,0.0
20036,PAGADO,4031.18,0.0,AHORRO,COMISION RETIRO CORRESPONSAL B,2. MEDIO (1K-5K),0.981,0.0,0.0
21385,PAGADO,3804.34,0.0,AHORRO,COMISION RETIRO CORRESPONSAL B,2. MEDIO (1K-5K),0.9838,0.0,0.0
83,PENDIENTE,2354.68,2354.68,AHORRO,COBRO SERVICIO TRANSPORTE,2. MEDIO (1K-5K),0.0001,0.24,2354.44
777,PARCIAL,2464.48,1556.12,AHORRO,COBRO SERVICIO TRANSPORTE,2. MEDIO (1K-5K),0.0001,0.16,1555.96
1459,PARCIAL,2468.73,1921.16,AHORRO,COBRO SERVICIO TRANSPORTE,2. MEDIO (1K-5K),0.0001,0.19,1920.97
2127,PENDIENTE,2423.25,2423.25,AHORRO,COBRO SERVICIO TRANSPORTE,2. MEDIO (1K-5K),0.0001,0.24,2423.01
2805,PENDIENTE,2255.64,2255.64,AHORRO,COBRO SERVICIO TRANSPORTE,2. MEDIO (1K-5K),0.0001,0.23,2255.41
3458,PARCIAL,2545.01,2188.47,AHORRO,COBRO SERVICIO TRANSPORTE,2. MEDIO (1K-5K),0.0001,0.22,2188.25
4143,PENDIENTE,2308.36,2308.36,AHORRO,COBRO SERVICIO TRANSPORTE,2. MEDIO (1K-5K),0.0001,0.23,2308.13
4812,PARCIAL,2246.82,1593.85,AHORRO,COBRO SERVICIO TRANSPORTE,2. MEDIO (1K-5K),0.0001,0.16,1593.69
6185,PENDIENTE,2403.97,2403.97,AHORRO,COBRO SERVICIO TRANSPORTE,2. MEDIO (1K-5K),0.0001,0.24,2403.73
6885,PENDIENTE,2528.86,2528.86,AHORRO,COBRO SERVICIO TRANSPORTE,2. MEDIO (1K-5K),0.0001,0.25,2528.61
7557,PENDIENTE,2395.67,2395.67,AHORRO,COBRO SERVICIO TRANSPORTE,2. MEDIO (1K-5K),0.0001,0.24,2395.43
8241,PENDIENTE,2317.35,2317.35,AHORRO,COBRO SERVICIO TRANSPORTE,2. MEDIO (1K-5K),0.0001,0.23,2317.12
8922,PENDIENTE,2398.66,2398.66,AHORRO,COBRO SERVICIO TRANSPORTE,2. MEDIO (1K-5K),0.0001,0.24,2398.42
10285,PENDIENTE,2506.48,2506.48,AHORRO,COBRO SERVICIO TRANSPORTE,2. MEDIO (1K-5K),0.0001,0.25,2506.23
10966,PENDIENTE,2330.88,2330.88,AHORRO,COBRO SERVICIO TRANSPORTE,2. MEDIO (1K-5K),0.0001,0.23,2330.65
12311,PENDIENTE,2509.93,2509.93,AHORRO,COBRO SERVICIO TRANSPORTE,2. MEDIO (1K-5K),0.0001,0.25,2509.68
13679,PENDIENTE,2530.43,2530.43,AHORRO,COBRO SERVICIO TRANSPORTE,2. MEDIO (1K-5K),0.0001,0.25,2530.18
14377,PENDIENTE,2250.56,2250.56,AHORRO,COBRO SERVICIO TRANSPORTE,2. MEDIO (1K-5K),0.0001,0.23,2250.33
15742,PENDIENTE,2532.99,2532.99,AHORRO,COBRO SERVICIO TRANSPORTE,2. MEDIO (1K-5K),0.0001,0.25,2532.74
16409,PENDIENTE,2390.84,2390.84,AHORRO,COBRO SERVICIO TRANSPORTE,2. MEDIO (1K-5K),0.0001,0.24,2390.6
17084,PENDIENTE,2484.92,2484.92,AHORRO,COBRO SERVICIO TRANSPORTE,2. MEDIO (1K-5K),0.0001,0.25,2484.67
17766,PENDIENTE,2458.74,2458.74,AHORRO,COBRO SERVICIO TRANSPORTE,2. MEDIO (1K-5K),0.0001,0.25,2458.49
19814,PENDIENTE,2553.24,2553.24,AHORRO,COBRO SERVICIO TRANSPORTE,2. MEDIO (1K-5K),0.0001,0.26,2552.98
20480,PENDIENTE,2457.35,2457.35,AHORRO,COBRO SERVICIO TRANSPORTE,2. MEDIO (1K-5K),0.0001,0.25,2457.1
21168,PENDIENTE,2513.49,2513.49,AHORRO,COBRO SERVICIO TRANSPORTE,2. MEDIO (1K-5K),0.0001,0.25,2513.24
273,PAGADO,1518.95,0.0,AHORRO,CARGO FISCAL IVA TRASLADO,2. MEDIO (1K-5K),0.9983,0.0,0.0
963,PAGADO,1258.82,0.0,AHORRO,CARGO FISCAL IVA TRASLADO,2. MEDIO (1K-5K),0.9986,0.0,0.0
1644,PAGADO,903.41,0.0,AHORRO,CARGO FISCAL IVA TRASLADO,1. BAJO (<1K),0.9989,0.0,0.0
2308,PAGADO,1774.2,0.0,AHORRO,CARGO FISCAL IVA TRASLADO,2. MEDIO (1K-5K),0.9989,0.0,0.0
2986,PAGADO,1829.97,0.0,AHORRO,CARGO FISCAL IVA TRASLADO,2. MEDIO (1K-5K),0.999,0.0,0.0
3644,PAGADO,1411.07,0.0,AHORRO,CARGO FISCAL IVA TRASLADO,2. MEDIO (1K-5K),0.9985,0.0,0.0
4321,PAGADO,2045.99,0.0,AHORRO,CARGO FISCAL IVA TRASLADO,2. MEDIO (1K-5K),0.9994,0.0,0.0
4997,PAGADO,1355.31,0.0,AHORRO,CARGO FISCAL IVA TRASLADO,2. MEDIO (1K-5K),0.9546,0.0,0.0
5681,PAGADO,782.53,0.0,AHORRO,CARGO FISCAL IVA TRASLADO,1. BAJO (<1K),0.9989,0.0,0.0
6373,PAGADO,2042.49,0.0,AHORRO,CARGO FISCAL IVA TRASLADO,2. MEDIO (1K-5K),0.999,0.0,0.0
7076,PAGADO,1126.55,0.0,AHORRO,CARGO FISCAL IVA TRASLADO,2. MEDIO (1K-5K),0.9987,0.0,0.0
7741,PAGADO,1719.26,0.0,AHORRO,CARGO FISCAL IVA TRASLADO,2. MEDIO (1K-5K),0.9974,0.0,0.0
8426,PAGADO,1604.68,0.0,AHORRO,CARGO FISCAL IVA TRASLADO,2. MEDIO (1K-5K),0.9989,0.0,0.0
9110,PAGADO,1528.96,0.0,AHORRO,CARGO FISCAL IVA TRASLADO,2. MEDIO (1K-5K),0.994,0.0,0.0
9794,PAGADO,985.58,0.0,AHORRO,CARGO FISCAL IVA TRASLADO,1. BAJO (<1K),0.9982,0.0,0.0
10471,PAGADO,856.38,0.0,AHORRO,CARGO FISCAL IVA TRASLADO,1. BAJO (<1K),0.9993,0.0,0.0
11147,PAGADO,1027.47,0.0,AHORRO,CARGO FISCAL IVA TRASLADO,2. MEDIO (1K-5K),0.999,0.0,0.0
11818,PAGADO,891.27,0.0,AHORRO,CARGO FISCAL IVA TRASLADO,1. BAJO (<1K),0.999,0.0,0.0
12496,PAGADO,1830.89,0.0,AHORRO,CARGO FISCAL IVA TRASLADO,2. MEDIO (1K-5K),0.9989,0.0,0.0
13184,PAGADO,1398.62,0.0,AHORRO,CARGO FISCAL IVA TRASLADO,2. MEDIO (1K-5K),0.9988,0.0,0.0
13871,PAGADO,1923.79,0.0,AHORRO,CARGO FISCAL IVA TRASLADO,2. MEDIO (1K-5K),0.9984,0.0,0.0
14563,PAGADO,1944.38,0.0,AHORRO,CARGO FISCAL IVA TRASLADO,2. MEDIO (1K-5K),0.998,0.0,0.0
15254,PAGADO,938.19,0.0,AHORRO,CARGO FISCAL IVA TRASLADO,1. BAJO (<1K),0.9992,0.0,0.0
15921,PAGADO,2025.37,0.0,AHORRO,CARGO FISCAL IVA TRASLADO,2. MEDIO (1K-5K),0.9983,0.0,0.0
17267,PAGADO,1561.86,0.0,AHORRO,CARGO FISCAL IVA TRASLADO,2. MEDIO (1K-5K),0.9984,0.0,0.0
17952,PAGADO,1162.27,0.0,AHORRO,CARGO FISCAL IVA TRASLADO,2. MEDIO (1K-5K),0.998,0.0,0.0
18635,PAGADO,1302.72,0.0,AHORRO,CARGO FISCAL IVA TRASLADO,2. MEDIO (1K-5K),0.9993,0.0,0.0
20000,PAGADO,2043.77,0.0,AHORRO,CARGO FISCAL IVA TRASLADO,2. MEDIO (1K-5K),0.9987,0.0,0.0
20667,PAGADO,1396.85,0.0,AHORRO,CARGO FISCAL IVA TRASLADO,2. MEDIO (1K-5K),0.9983,0.0,0.0
21351,PAGADO,1285.6,0.0,AHORRO,CARGO FISCAL IVA TRASLADO,2. MEDIO (1K-5K),0.9976,0.0,0.0
73,PAGADO,15432.26,0.0,AHORRO,COBRO SERVICIO TRANSPORTE,3. ALTO (5K-20K),0.9991,0.0,0.0
768,PAGADO,12634.03,0.0,AHORRO,COBRO SERVICIO TRANSPORTE,3. ALTO (5K-20K),0.9994,0.0,0.0
1451,PAGADO,15059.81,0.0,AHORRO,COBRO SERVICIO TRANSPORTE,3. ALTO (5K-20K),0.9993,0.0,0.0
2797,PAGADO,6652.85,0.0,AHORRO,COBRO SERVICIO TRANSPORTE,3. ALTO (5K-20K),0.9992,0.0,0.0
3449,PAGADO,6402.73,0.0,AHORRO,COBRO SERVICIO TRANSPORTE,3. ALTO (5K-20K),0.9986,0.0,0.0
4803,PAGADO,15657.21,0.0,AHORRO,COBRO SERVICIO TRANSPORTE,3. ALTO (5K-20K),0.9995,0.0,0.0
5487,PAGADO,15254.04,0.0,AHORRO,COBRO SERVICIO TRANSPORTE,3. ALTO (5K-20K),0.9994,0.0,0.0
6176,PAGADO,8925.52,0.0,AHORRO,COBRO SERVICIO TRANSPORTE,3. ALTO (5K-20K),0.9988,0.0,0.0
6877,PAGADO,15703.89,0.0,AHORRO,COBRO SERVICIO TRANSPORTE,3. ALTO (5K-20K),0.999,0.0,0.0
7547,PAGADO,7104.44,0.0,AHORRO,COBRO SERVICIO TRANSPORTE,3. ALTO (5K-20K),0.999,0.0,0.0
8914,PAGADO,12742.45,0.0,AHORRO,COBRO SERVICIO TRANSPORTE,3. ALTO (5K-20K),0.9966,0.0,0.0
9611,PAGADO,7616.91,0.0,AHORRO,COBRO SERVICIO TRANSPORTE,3. ALTO (5K-20K),0.9992,0.0,0.0
10278,PAGADO,10332.87,0.0,AHORRO,COBRO SERVICIO TRANSPORTE,3. ALTO (5K-20K),0.9991,0.0,0.0
10957,PAGADO,9441.45,0.0,AHORRO,COBRO SERVICIO TRANSPORTE,3. ALTO (5K-20K),0.9993,0.0,0.0
11628,PAGADO,13672.04,0.0,AHORRO,COBRO SERVICIO TRANSPORTE,3. ALTO (5K-20K),0.9989,0.0,0.0
12303,PAGADO,9185.96,0.0,AHORRO,COBRO SERVICIO TRANSPORTE,3. ALTO (5K-20K),0.9993,0.0,0.0
12988,PAGADO,10692.15,0.0,AHORRO,COBRO SERVICIO TRANSPORTE,3. ALTO (5K-20K),0.9961,0.0,0.0
13670,PAGADO,9868.18,0.0,AHORRO,COBRO SERVICIO TRANSPORTE,3. ALTO (5K-20K),0.999,0.0,0.0
14369,PAGADO,16020.78,0.0,AHORRO,COBRO SERVICIO TRANSPORTE,3. ALTO (5K-20K),0.9988,0.0,0.0
15053,PAGADO,10480.09,0.0,AHORRO,COBRO SERVICIO TRANSPORTE,3. ALTO (5K-20K),0.9989,0.0,0.0
15733,PAGADO,9384.73,0.0,AHORRO,COBRO SERVICIO TRANSPORTE,3. ALTO (5K-20K),0.9988,0.0,0.0
16400,PAGADO,15390.4,0.0,AHORRO,COBRO SERVICIO TRANSPORTE,3. ALTO (5K-20K),0.9993,0.0,0.0
17757,PAGADO,9181.18,0.0,AHORRO,COBRO SERVICIO TRANSPORTE,3. ALTO (5K-20K),0.9981,0.0,0.0
18444,PAGADO,13794.31,0.0,AHORRO,COBRO SERVICIO TRANSPORTE,3. ALTO (5K-20K),0.9993,0.0,0.0
19117,PAGADO,16414.02,0.0,AHORRO,COBRO SERVICIO TRANSPORTE,3. ALTO (5K-20K),0.9991,0.0,0.0
19805,PAGADO,11560.32,0.0,AHORRO,COBRO SERVICIO TRANSPORTE,3. ALTO (5K-20K),0.9988,0.0,0.0
21160,PAGADO,13591.24,0.0,AHORRO,COBRO SERVICIO TRANSPORTE,3. ALTO (5K-20K),0.9991,0.0,0.0
385,PARCIAL,684.62,68.46,AHORRO,CARGO FISCAL TRANSACCIONAL,1. BAJO (<1K),0.0001,0.01,68.45
1081,PARCIAL,692.35,81.52,AHORRO,CARGO FISCAL TRANSACCIONAL,1. BAJO (<1K),0.0001,0.01,81.51
1759,PARCIAL,700.08,94.85,AHORRO,CARGO FISCAL TRANSACCIONAL,1. BAJO (<1K),0.0001,0.01,94.84
2429,PARCIAL,707.81,108.45,AHORRO,CARGO FISCAL TRANSACCIONAL,1. BAJO (<1K),0.0001,0.01,108.44
3097,PARCIAL,715.54,122.33,AHORRO,CARGO FISCAL TRANSACCIONAL,1. BAJO (<1K),0.0001,0.01,122.32
3765,PARCIAL,723.27,136.49,AHORRO,CARGO FISCAL TRANSACCIONAL,1. BAJO (<1K),0.0001,0.01,136.48
4436,PARCIAL,731.0,150.92,AHORRO,CARGO FISCAL TRANSACCIONAL,1. BAJO (<1K),0.0001,0.02,150.9
5116,PARCIAL,738.73,165.62,AHORRO,CARGO FISCAL TRANSACCIONAL,1. BAJO (<1K),0.0001,0.02,165.6
6498,PARCIAL,754.19,195.85,AHORRO,CARGO FISCAL TRANSACCIONAL,1. BAJO (<1K),0.0001,0.02,195.83
7193,PARCIAL,761.92,211.37,AHORRO,CARGO FISCAL TRANSACCIONAL,1. BAJO (<1K),0.0001,0.02,211.35
7860,PARCIAL,769.65,227.17,AHORRO,CARGO FISCAL TRANSACCIONAL,1. BAJO (<1K),0.0001,0.02,227.15
8543,PARCIAL,777.38,243.24,AHORRO,CARGO FISCAL TRANSACCIONAL,1. BAJO (<1K),0.0001,0.02,243.22
9230,PARCIAL,785.11,259.59,AHORRO,CARGO FISCAL TRANSACCIONAL,1. BAJO (<1K),0.0001,0.03,259.56
9922,PENDIENTE,792.84,792.84,AHORRO,CARGO FISCAL TRANSACCIONAL,1. BAJO (<1K),0.0001,0.08,792.76
10581,PENDIENTE,800.57,800.57,AHORRO,CARGO FISCAL TRANSACCIONAL,1. BAJO (<1K),0.0001,0.08,800.49
11257,PARCIAL,808.3,310.28,AHORRO,CARGO FISCAL TRANSACCIONAL,1. BAJO (<1K),0.0001,0.03,310.25
13300,PARCIAL,831.49,363.44,AHORRO,CARGO FISCAL TRANSACCIONAL,1. BAJO (<1K),0.0001,0.04,363.4
13992,PARCIAL,839.22,381.71,AHORRO,CARGO FISCAL TRANSACCIONAL,1. BAJO (<1K),0.0001,0.04,381.67
15373,PARCIAL,854.68,419.07,AHORRO,CARGO FISCAL TRANSACCIONAL,1. BAJO (<1K),0.0001,0.04,419.03
16033,PARCIAL,862.41,438.16,AHORRO,CARGO FISCAL TRANSACCIONAL,1. BAJO (<1K),0.0001,0.04,438.12
16713,PARCIAL,870.14,457.53,AHORRO,CARGO FISCAL TRANSACCIONAL,1. BAJO (<1K),0.0001,0.05,457.48
17381,PARCIAL,877.87,477.16,AHORRO,CARGO FISCAL TRANSACCIONAL,1. BAJO (<1K),0.0001,0.05,477.11
18075,PARCIAL,885.6,497.08,AHORRO,CARGO FISCAL TRANSACCIONAL,1. BAJO (<1K),0.0001,0.05,497.03
18751,PARCIAL,893.32,517.26,AHORRO,CARGO FISCAL TRANSACCIONAL,1. BAJO (<1K),0.0001,0.05,517.21
19429,PENDIENTE,901.05,901.05,AHORRO,CARGO FISCAL TRANSACCIONAL,1. BAJO (<1K),0.0001,0.09,900.96
20117,PARCIAL,908.78,558.46,AHORRO,CARGO FISCAL TRANSACCIONAL,1. BAJO (<1K),0.0001,0.06,558.4
20787,PENDIENTE,916.51,916.51,AHORRO,CARGO FISCAL TRANSACCIONAL,1. BAJO (<1K),0.0001,0.09,916.42
21456,PARCIAL,924.24,600.76,AHORRO,CARGO FISCAL TRANSACCIONAL,1. BAJO (<1K),0.0001,0.06,600.7
323,PAGADO,1541.59,0.0,AHORRO,COBRO SERVICIO TRANSPORTE,2. MEDIO (1K-5K),0.9992,0.0,0.0
1700,PAGADO,3467.62,0.0,AHORRO,COBRO SERVICIO TRANSPORTE,2. MEDIO (1K-5K),0.9996,0.0,0.0
2361,PAGADO,3799.09,0.0,AHORRO,COBRO SERVICIO TRANSPORTE,2. MEDIO (1K-5K),0.9993,0.0,0.0
3034,PAGADO,1576.4,0.0,AHORRO,COBRO SERVICIO TRANSPORTE,2. MEDIO (1K-5K),0.9989,0.0,0.0
3699,PAGADO,3695.58,0.0,AHORRO,COBRO SERVICIO TRANSPORTE,2. MEDIO (1K-5K),0.9987,0.0,0.0
4372,PAGADO,2136.24,0.0,AHORRO,COBRO SERVICIO TRANSPORTE,2. MEDIO (1K-5K),0.9991,0.0,0.0
5051,PAGADO,1633.74,0.0,AHORRO,COBRO SERVICIO TRANSPORTE,2. MEDIO (1K-5K),0.9988,0.0,0.0
6428,PAGADO,3604.92,0.0,AHORRO,COBRO SERVICIO TRANSPORTE,2. MEDIO (1K-5K),0.9995,0.0,0.0
7130,PAGADO,3788.3,0.0,AHORRO,COBRO SERVICIO TRANSPORTE,2. MEDIO (1K-5K),0.9992,0.0,0.0
7798,PAGADO,2391.5,0.0,AHORRO,COBRO SERVICIO TRANSPORTE,2. MEDIO (1K-5K),0.9992,0.0,0.0
8483,PAGADO,3350.94,0.0,AHORRO,COBRO SERVICIO TRANSPORTE,2. MEDIO (1K-5K),0.9992,0.0,0.0
9165,PAGADO,2459.04,0.0,AHORRO,COBRO SERVICIO TRANSPORTE,2. MEDIO (1K-5K),0.9963,0.0,0.0
10524,PAGADO,1862.54,0.0,AHORRO,COBRO SERVICIO TRANSPORTE,2. MEDIO (1K-5K),0.9984,0.0,0.0
12549,PAGADO,3447.6,0.0,AHORRO,COBRO SERVICIO TRANSPORTE,2. MEDIO (1K-5K),0.9992,0.0,0.0
13234,PAGADO,1818.73,0.0,AHORRO,COBRO SERVICIO TRANSPORTE,2. MEDIO (1K-5K),0.998,0.0,0.0
13928,PAGADO,2972.31,0.0,AHORRO,COBRO SERVICIO TRANSPORTE,2. MEDIO (1K-5K),0.999,0.0,0.0
14613,PAGADO,3877.53,0.0,AHORRO,COBRO SERVICIO TRANSPORTE,2. MEDIO (1K-5K),0.9991,0.0,0.0
15308,PAGADO,2453.1,0.0,AHORRO,COBRO SERVICIO TRANSPORTE,2. MEDIO (1K-5K),0.9988,0.0,0.0
15970,PAGADO,3558.56,0.0,AHORRO,COBRO SERVICIO TRANSPORTE,2. MEDIO (1K-5K),0.999,0.0,0.0
16649,PAGADO,2530.23,0.0,AHORRO,COBRO SERVICIO TRANSPORTE,2. MEDIO (1K-5K),0.9992,0.0,0.0
17321,PAGADO,3882.61,0.0,AHORRO,COBRO SERVICIO TRANSPORTE,2. MEDIO (1K-5K),0.9983,0.0,0.0
18007,PAGADO,3307.05,0.0,AHORRO,COBRO SERVICIO TRANSPORTE,2. MEDIO (1K-5K),0.9995,0.0,0.0
19365,PAGADO,3783.41,0.0,AHORRO,COBRO SERVICIO TRANSPORTE,2. MEDIO (1K-5K),0.9989,0.0,0.0
20057,PAGADO,2533.34,0.0,AHORRO,COBRO SERVICIO TRANSPORTE,2. MEDIO (1K-5K),0.9988,0.0,0.0
20725,PAGADO,2773.25,0.0,AHORRO,COBRO SERVICIO TRANSPORTE,2. MEDIO (1K-5K),0.9989,0.0,0.0
21403,PAGADO,3575.88,0.0,AHORRO,COBRO SERVICIO TRANSPORTE,2. MEDIO (1K-5K),0.9979,0.0,0.0
286,PAGADO,1376.1,0.0,AHORRO,CARGO FISCAL IVA COMISION B,2. MEDIO (1K-5K),0.9977,0.0,0.0
981,PAGADO,1365.0,0.0,AHORRO,CARGO FISCAL IVA COMISION B,2. MEDIO (1K-5K),0.983,0.0,0.0
1663,PAGADO,1353.91,0.0,AHORRO,CARGO FISCAL IVA COMISION B,2. MEDIO (1K-5K),0.9985,0.0,0.0
2325,PAGADO,1342.81,0.0,AHORRO,CARGO FISCAL IVA COMISION B,2. MEDIO (1K-5K),0.9992,0.0,0.0
3003,PAGADO,1331.71,0.0,AHORRO,CARGO FISCAL IVA COMISION B,2. MEDIO (1K-5K),0.9986,0.0,0.0
4336,PAGADO,1309.52,0.0,AHORRO,CARGO FISCAL IVA COMISION B,2. MEDIO (1K-5K),0.9993,0.0,0.0
5014,PAGADO,1298.42,0.0,AHORRO,CARGO FISCAL IVA COMISION B,2. MEDIO (1K-5K),0.9971,0.0,0.0
5696,PAGADO,1287.32,0.0,AHORRO,CARGO FISCAL IVA COMISION B,2. MEDIO (1K-5K),0.9994,0.0,0.0
7091,PAGADO,1265.13,0.0,AHORRO,CARGO FISCAL IVA COMISION B,2. MEDIO (1K-5K),0.9992,0.0,0.0
8445,PAGADO,1242.93,0.0,AHORRO,CARGO FISCAL IVA COMISION B,2. MEDIO (1K-5K),0.9993,0.0,0.0
